project,version,nme,soft_reuse,vers_soft,type_reuse,ID,ID_nu_1,filter_$
OnsenUI,OnsenUI-2.11.2,react-onsenui,eslint,3.x.x,devDependencies,2783,978,1
wulkano,Kap-3.3.2,kap,eslint,3.x.x,devDependencies,2784,978,1
acornjs,acorn-8.1.0, ,eslint,3.x.x,devDependencies,2785,978,1
apache,cordova-plugin-file-6.0.2,cordova-plugin-file,eslint,3.x.x,devDependencies,2786,978,1
didi,cube-ui-1.12.38,cube-ui,eslint,3.x.x,devDependencies,2787,978,1
facebook,react-17.0.1,react-window,eslint,3.x.x,devDependencies,2788,978,1
kazupon,vue-i18n-8.24.0,ssr-for-nuxt,eslint,3.x.x,devDependencies,2789,978,1
mattboldt,typed.js-2.0.11,typed.js,eslint,3.x.x,devDependencies,2790,978,1
shen100,mili-0.6,golang123-pc,eslint,3.x.x,devDependencies,2791,978,1
typicode,lowdb-1.0.0,lowdb,eslint,3.x.x,devDependencies,2792,978,1
aurelia,framework-1.3.1,aurelia-framework,eslint,3.x.x,devDependencies,2793,978,1
serratus,quaggaJS-1.0.0-beta.2,quagga-react,eslint,3.x.x,devDependencies,2794,978,1
parcel-bundler,parcel-2.0.0-beta.1,@parcel/eslint-config,eslint,3.x.x,dependencies,2795,978,1
kazupon,vue-i18n-8.24.0,ssr-for-nuxt,eslint,3.x.x,devDependencies,2796,978,1
apexcharts,apexcharts.js-3.23.1,apexcharts,eslint,3.x.x,devDependencies,2797,978,1
async-labs,builderbook-2.0.0,7-begin,eslint,3.x.x,devDependencies,2798,978,1
Automattic,wp-calypso-6.12.0-beta1,wp-calypso,eslint,3.x.x,dependencies,2799,978,1
babel,babel-7.13.8,babel,eslint,3.x.x,devDependencies,2800,978,1
bookshelf,bookshelf-1.2.0,bookshelf,eslint,3.x.x,devDependencies,2801,978,1
carbon-design-s,carbon-10.30.0,eslint-config-carbon,eslint,3.x.x,dependencies,2802,978,1
clauderic,react-sortable-hoc-1.11.0,react-sortable-hoc,eslint,3.x.x,devDependencies,2803,978,1
discordjs,discord.js-12.5.1,discord.js,eslint,3.x.x,devDependencies,2804,978,1
electron-react-,electron-react-boilerplate-2.,electron-react-boilerp,eslint,3.x.x,devDependencies,2805,978,1
emberjs,ember.js-3.26.0-beta.2,ember-source,eslint,3.x.x,devDependencies,2806,978,1
log4js-node,log4js-node-6.3.0,log4js,eslint,3.x.x,devDependencies,2807,978,1
mar10,fancytree-2.38.0,jquery.fancytree,eslint,3.x.x,devDependencies,2808,978,1
mochajs,mocha-8.3.0,mocha,eslint,3.x.x,devDependencies,2809,978,1
NervJS,taro-3.2.0-canary.9,taro,eslint,3.x.x,devDependencies,2810,978,1
netlify,netlify-cms-netlify-cms-2.10., ,eslint,3.x.x,devDependencies,2811,978,1
nhn,tui.calendar-1.13.0,tui-calendar,eslint,3.x.x,devDependencies,2812,978,1
nodejs,node-15.10.0,uuid,eslint,3.x.x,devDependencies,2813,978,1
oliver-moran,jimp-0.16.1,jimp,eslint,3.x.x,devDependencies,2814,978,1
outline,outline-0.53.1,outline,eslint,3.x.x,devDependencies,2815,978,1
paularmstrong,normalizr-3.6.1,normalizr,eslint,3.x.x,devDependencies,2816,978,1
Shopify,draggable-1.0.0-beta.12,draggable-examples,eslint,3.x.x,devDependencies,2817,978,1
sinonjs,sinon-9.2.4,sinon,eslint,3.x.x,devDependencies,2818,978,1
uuidjs,uuid-8.3.2,uuid,eslint,3.x.x,devDependencies,2819,978,1
webpack,webpack-5.24.2,webpack,eslint,3.x.x,devDependencies,2820,978,1
arkime,arkime-2.7.1,moloch,eslint,3.x.x,devDependencies,2821,978,1
nylas,nylas-mail-2.0.31,nylas-mail-all,eslint,3.x.x,devDependencies,2822,978,1
atom,atom-1.55.0-beta0,You-Dont-Need-jQuery,eslint,3.x.x,dependencies,2823,978,1
nefe,You-Dont-Need-jQuery-2.0,You-Dont-Need-jQuery,eslint,3.x.x,dependencies,2824,978,1
marcuswestin,store.js-2.0.12,store,eslint,3.x.x,devDependencies,2825,978,1
facebook,react-17.0.1,flight,eslint,3.x.x,dependencies,2826,978,1
reactstrap,reactstrap-9.0.0-0,reactstrap,eslint,3.x.x,devDependencies,2827,978,1
OnsenUI,OnsenUI-2.11.2,vue-onsenui,eslint,3.x.x,devDependencies,2828,978,1
shentao,vue-multiselect-2.1.3,vue-multiselect,eslint,3.x.x,devDependencies,2829,978,1
i18next,i18next-19.9.2,i18next,eslint,3.x.x,devDependencies,2830,978,1
locutusjs,locutus-2.0.14,locutus,eslint,3.x.x,devDependencies,2831,978,1
apache,cordova-plugin-file-6.0.2,cordova-plugin-file,eslint,3.x.x,devDependencies,2832,978,1
aui,art-template-4.13.2,art-template,eslint,3.x.x,devDependencies,2833,978,1
DemocracyOS,democracyos-2.11.16,democracyos,eslint,3.x.x,devDependencies,2834,978,1
jeanregisser,react-native-slider-0.11.0,react-native-slider,eslint,3.x.x,devDependencies,2835,978,1
mattboldt,typed.js-2.0.11,typed.js,eslint,3.x.x,devDependencies,2836,978,1
nwjs,nw.js-nw-v0.51.2,ms@2.0.0,eslint,3.x.x,devDependencies,2837,978,1
reactide,reactide-3.0-beta,reactide,eslint,3.x.x,dependencies,2838,978,1
SheetJS,sheetjs-0.16.8,meteor-xlsx,eslint,3.x.x,devDependencies,2839,978,1
transcranial,keras-js-0.3.0,keras-js,eslint,3.x.x,devDependencies,2840,978,1
NervJS,taro-3.2.0-canary.9,taro,eslint,3.x.x,devDependencies,2841,978,1
responsively-or,responsively-app-0.15.0,Responsively-App,eslint,3.x.x,devDependencies,2842,978,1
shen100,mili-0.6,golang123-pc,eslint,3.x.x,devDependencies,2843,978,1
MichMich,MagicMirror-2.14.0,magicmirror,eslint,3.x.x,devDependencies,2844,978,1
zalmoxisus,redux-devtools-extension-2.17,2.17.1,eslint,3.x.x,devDependencies,2845,978,1
text-mask,text-mask-vue-v6.1.2,text-mask-all,eslint,3.x.x,devDependencies,2846,978,1
responsively-or,responsively-app-0.15.0,Responsively-App,eslint,3.x.x,devDependencies,2847,978,1
Binaryify,NeteaseCloudMusicApi-4.0.8,NeteaseCloudMusicApi,eslint,3.x.x,devDependencies,2848,978,1
ember-cli,ember-cli-3.26.0-beta.0,foo,eslint,3.x.x,devDependencies,2849,978,1
FredrikNoren,ungit-1.5.15,ungit,eslint,3.x.x,devDependencies,2850,978,1
grommet,grommet-2.16.3,grommet,eslint,3.x.x,devDependencies,2851,978,1
invertase,react-native-firebase-11.0.0,react-native-firebase,eslint,3.x.x,devDependencies,2852,978,1
jaredpalmer,razzle-4.0.1-canary.10,razzle-examples-with-t,eslint,3.x.x,devDependencies,2853,978,1
keeweb,keeweb-1.17.1,keeweb,eslint,3.x.x,dependencies,2854,978,1
lerna,lerna-4.0.0,lerna-monorepo,eslint,3.x.x,devDependencies,2855,978,1
mozilla,pdf.js-2.7.570,pdf.js,eslint,3.x.x,devDependencies,2856,978,1
qier222,YesPlayMusic-0.3.4,NeteaseCloudMusicApi,eslint,3.x.x,devDependencies,2857,978,1
serialport,node-serialport-9.0.7,serialport-monorepo,eslint,3.x.x,devDependencies,2858,978,1
swagger-api,swagger-js-3.13.1,swagger-client,eslint,3.x.x,devDependencies,2859,978,1
wekan,wekan-5.01,wekan,eslint,3.x.x,devDependencies,2860,978,1
didi,cube-ui-1.12.38,cube-ui,eslint,3.x.x,devDependencies,2861,978,1
ElemeFE,vue-amap-0.1.6,vue-amap,eslint,3.x.x,devDependencies,2862,978,1
locutusjs,locutus-2.0.14,locutus,eslint,3.x.x,devDependencies,2863,978,1
shentao,vue-multiselect-2.1.3,vue-multiselect,eslint,3.x.x,devDependencies,2864,978,1
dataarts,dat.gui-0.7.7,dat.gui,eslint,3.x.x,devDependencies,2865,978,1
olivernn,lunr.js-2.3.9,lunr,eslint,3.x.x,devDependencies,2866,978,1
acornjs,acorn-8.1.0, ,eslint,3.x.x,devDependencies,2867,978,1
apache,cordova-plugin-file-6.0.2,cordova-plugin-file,eslint,3.x.x,devDependencies,2868,978,1
flot,flot-4.2.1,flot,eslint,3.x.x,devDependencies,2869,978,1
kazupon,vue-i18n-8.24.0,ssr-for-nuxt,eslint,3.x.x,devDependencies,2870,978,1
mattboldt,typed.js-2.0.11,typed.js,eslint,3.x.x,devDependencies,2871,978,1
shen100,mili-0.6,golang123-pc,eslint,3.x.x,devDependencies,2872,978,1
typicode,lowdb-1.0.0,lowdb,eslint,3.x.x,devDependencies,2873,978,1
yarnpkg,yarn-1.22.10, ,eslint,3.x.x,devDependencies,2874,978,1
angular-fullsta,generator-angular-fullstack-5,webpack.js.org,eslint,3.x.x,devDependencies,2875,978,1
i18next,i18next-19.9.2,i18next,eslint,3.x.x,devDependencies,2876,978,1
wekan,wekan-5.01,wekan,eslint,3.x.x,devDependencies,2877,978,1
ElemeFE,vue-amap-0.1.6,vue-amap,eslint,3.x.x,devDependencies,2878,978,1
Tencent,weui.js-1.2.1,weui.js,eslint,3.x.x,devDependencies,2879,978,1
yarnpkg,yarn-1.22.10, ,eslint,3.x.x,dependencies,2880,978,1
facebook,react-17.0.1,react-window,eslint,3.x.x,devDependencies,2881,978,1
glidejs,glide-3.4.1,@glidejs/glide,eslint,3.x.x,devDependencies,2882,978,1
arkime,arkime-2.7.1,moloch,eslint,3.x.x,devDependencies,2883,978,1
mongo-express,mongo-express-1.0.0-alpha.1,1.0.0-alpha.1,eslint,3.x.x,devDependencies,2884,978,1
mapbox,mapbox-gl-js-2.1.1,mapbox-gl,eslint,3.x.x,devDependencies,2885,978,1
blueimp,JavaScript-MD5-2.18.0,blueimp-md5,eslint,30.x.x,devDependencies,2886,978,1
GoogleChrome,workbox-6.1.1,workbox,eslint,30.x.x,devDependencies,2887,978,1
transloadit,uppy-uppy-1.26.0,TRUE,eslint,30.x.x,devDependencies,2888,978,1
Automattic,wp-calypso-6.12.0-beta1,wp-calypso,eslint,30.x.x,dependencies,2889,978,1
bkimminich,juice-shop-12.6.1,frontend,eslint,30.x.x,devDependencies,2890,978,1
bpampuch,pdfmake-0.1.70,pdfmake,eslint,30.x.x,devDependencies,2891,978,1
MichMich,MagicMirror-2.14.0,magicmirror,eslint,30.x.x,devDependencies,2892,978,1
parse-community,Parse-SDK-JS-3.1.0,parse,eslint,30.x.x,devDependencies,2893,978,1
webpack,webpack-5.24.2,webpack,eslint,32.0.2,devDependencies,2894,978,1
Soundnode,soundnode-app-7.1.0-RC1,Soundnode,eslint,4.x.x,devDependencies,2895,978,1
kazupon,vue-i18n-8.24.0,vue-i18n,eslint,4.x.x,devDependencies,2896,978,1
kevinchappell,formBuilder-3.6.2,formBuilder,eslint,4.x.x,devDependencies,2897,978,1
summernote,summernote-latest,summernote,eslint,4.x.x,devDependencies,2898,978,1
benweet,stackedit-5.14.5,stackedit,eslint,4.x.x,devDependencies,2899,978,1
i18next,i18next-19.9.2,i18next,eslint,4.x.x,devDependencies,2900,978,1
text-mask,text-mask-vue-v6.1.2,text-mask-all,eslint,4.x.x,devDependencies,2901,978,1
electron,electron-packager-15.2.0,electron-packager,eslint,4.x.x,devDependencies,2902,978,1
garris,BackstopJS-5.1.0,backstopjs,eslint,4.x.x,devDependencies,2903,978,1
leongersen,noUiSlider-14.6.3,nouislider,eslint,4.x.x,devDependencies,2904,978,1
responsively-or,responsively-app-0.15.0,Responsively-App,eslint,4.x.x,devDependencies,2905,978,1
toggl,toggl-button-1.69.5,toggl-button,eslint,4.x.x,devDependencies,2906,978,1
yaronn,blessed-contrib-4.8.17,blessed-contrib,eslint,4.x.x,devDependencies,2907,978,1
airbnb,javascript-eslint-config-airb,eslint-config-airbnb,eslint,4.x.x,devDependencies,2908,978,1
Automattic,wp-calypso-6.12.0-beta1,wp-calypso,eslint,4.x.x,dependencies,2909,978,1
carbon-design-s,carbon-10.30.0,eslint-config-carbon,eslint,4.x.x,dependencies,2910,978,1
cube-js,cube.js-0.26.52,cubejs,eslint,4.x.x,devDependencies,2911,978,1
electron-react-,electron-react-boilerplate-2.,electron-react-boilerp,eslint,4.x.x,devDependencies,2912,978,1
mui-org,material-ui-5.0.0-alpha.26,5.0.0-alpha.26,eslint,4.x.x,devDependencies,2913,978,1
atom,atom-1.55.0-beta0,atom-build-scripts,eslint,4.x.x,dependencies,2914,978,1
cockpit-project,cockpit-239,CockpitDevelopmentDepe,eslint,4.x.x,devDependencies,2915,978,1
cube-js,cube.js-0.26.52,dashboard-app,eslint,4.x.x,devDependencies,2916,978,1
dcloudio,uni-app-2.0.0-31120210205001,uni-app,eslint,4.x.x,devDependencies,2917,978,1
expressjs,body-parser-1.19.0,body-parser,eslint,4.x.x,devDependencies,2918,978,1
garris,BackstopJS-5.1.0,backstopjs,eslint,4.x.x,devDependencies,2919,978,1
glidejs,glide-3.4.1,@glidejs/glide,eslint,4.x.x,devDependencies,2920,978,1
karma-runner,karma-6.1.1,karma,eslint,4.x.x,devDependencies,2921,978,1
leongersen,noUiSlider-14.6.3,nouislider,eslint,4.x.x,devDependencies,2922,978,1
makeusabrew,bootbox-5.5.2,bootbox,eslint,4.x.x,devDependencies,2923,978,1
mochajs,mocha-8.3.0,mocha,eslint,4.x.x,devDependencies,2924,978,1
NervJS,taro-3.2.0-canary.9,taro,eslint,4.x.x,devDependencies,2925,978,1
nodejs,node-15.10.0,mime-db,eslint,4.x.x,devDependencies,2926,978,1
software-mansio,react-native-reanimated-2.0.0,react-native-reanimate,eslint,4.x.x,devDependencies,2927,978,1
summernote,summernote-latest,summernote,eslint,4.x.x,devDependencies,2928,978,1
SVG-Edit,svgedit-5.1.0,svgedit,eslint,4.x.x,dependencies,2929,978,1
svgdotjs,svg.js-3.0.16,@svgdotjs/svg.js,eslint,4.x.x,devDependencies,2930,978,1
toggl,toggl-button-1.69.5,toggl-button,eslint,4.x.x,devDependencies,2931,978,1
transloadit,uppy-uppy-1.26.0,TRUE,eslint,4.x.x,devDependencies,2932,978,1
uuidjs,uuid-8.3.2,uuid,eslint,4.x.x,devDependencies,2933,978,1
yaronn,blessed-contrib-4.8.17,blessed-contrib,eslint,4.x.x,devDependencies,2934,978,1
ml5js,ml5-library-0.6.1,ml5,eslint,4.x.x,devDependencies,2935,978,1
npm,cli-7.6.2,https-proxy-agent,eslint,4.x.x,devDependencies,2936,978,1
parcel-bundler,parcel-2.0.0-beta.1,@parcel/eslint-config,eslint,4.x.x,dependencies,2937,978,1
atom,atom-1.55.0-beta0,atom-build-scripts,eslint,4.x.x,dependencies,2938,978,1
expressjs,body-parser-1.19.0,body-parser,eslint,4.x.x,devDependencies,2939,978,1
nock,nock-13.0.11,nock,eslint,4.x.x,devDependencies,2940,978,1
outline,outline-0.53.1,outline,eslint,4.x.x,devDependencies,2941,978,1
RocketChat,Rocket.Chat-3.12.0-rc.4,Rocket.Chat,eslint,4.x.x,devDependencies,2942,978,1
bkimminich,juice-shop-12.6.1,frontend,eslint,4.x.x,devDependencies,2943,978,1
keeweb,keeweb-1.17.1,keeweb,eslint,4.x.x,dependencies,2944,978,1
npm,cli-7.6.2,mime-types,eslint,4.x.x,devDependencies,2945,978,1
acornjs,acorn-8.1.0, ,eslint,4.x.x,devDependencies,2946,978,1
OnsenUI,OnsenUI-2.11.2,react-onsenui,eslint,4.x.x,devDependencies,2947,978,1
jlmakes,scrollreveal-4.0.9,scrollreveal,eslint,4.x.x,devDependencies,2948,978,1
jwagner,smartcrop.js-2.0.3,smartcrop,eslint,4.x.x,devDependencies,2949,978,1
openpgpjs,openpgpjs-5.0.0-1,openpgp,eslint,4.x.x,devDependencies,2950,978,1
adrai,flowchart.js-1.15.0,adrai,eslint,4.x.x,devDependencies,2951,978,1
bower,bower-1.8.12,true,eslint,4.x.x,devDependencies,2952,978,1
carbon-design-s,carbon-10.30.0,create-react-app,eslint,4.x.x,dependencies,2953,978,1
didi,cube-ui-1.12.38,cube-ui,eslint,4.x.x,devDependencies,2954,978,1
frappe,charts-1.5.8,frappe-charts,eslint,4.x.x,devDependencies,2955,978,1
ml5js,ml5-library-0.6.1,ml5,eslint,4.x.x,devDependencies,2956,978,1
you-dont-need,You-Dont-Need-Lodash-Undersco,eslint-plugin-you-dont,eslint,4.x.x,devDependencies,2957,978,1
benweet,stackedit-5.14.5,stackedit,eslint,4.x.x,devDependencies,2958,978,1
bitshares,bitshares-ui-5.0.210216-rc2,BitShares2-light,eslint,4.x.x,devDependencies,2959,978,1
fabricjs,fabric.js-4.3.1,fabric,eslint,4.x.x,devDependencies,2960,978,1
feathericons,feather-4.28.0,feather-icons,eslint,4.x.x,devDependencies,2961,978,1
glidejs,glide-3.4.1,@glidejs/glide,eslint,4.x.x,devDependencies,2962,978,1
immutable-js,immutable-js-4.0.0-rc.12,immutable,eslint,4.x.x,devDependencies,2963,978,1
mholt,PapaParse-5.3.0,papaparse,eslint,4.x.x,devDependencies,2964,978,1
nhn,tui.calendar-1.13.0,tui-calendar,eslint,4.x.x,devDependencies,2965,978,1
PanJiaChen,vue-admin-template-3.9.0,vue-admin-template,eslint,4.x.x,devDependencies,2966,978,1
SAP,openui5-1.87.0,TestingTutorial,eslint,4.x.x,devDependencies,2967,978,1
senchalabs,connect-3.7.0,connect,eslint,4.x.x,devDependencies,2968,978,1
socketio,engine.io-5.0.0,engine.io,eslint,4.x.x,devDependencies,2969,978,1
validatorjs,validator.js-13.5.2,validator,eslint,4.x.x,devDependencies,2970,978,1
VerbalExpressio,JSVerbalExpressions-1.0.2,verbal-expressions,eslint,4.x.x,devDependencies,2971,978,1
webpack,webpack.js.org-4.41.2,webpack.js.org,eslint,4.x.x,devDependencies,2972,978,1
atom,atom-1.55.0-beta0,atom-build-scripts,eslint,4.x.x,dependencies,2973,978,1
apexcharts,apexcharts.js-3.23.1,apexcharts,eslint,4.x.x,devDependencies,2974,978,1
bkimminich,juice-shop-12.6.1,frontend,eslint,4.x.x,devDependencies,2975,978,1
cockpit-project,cockpit-239,CockpitDevelopmentDepe,eslint,4.x.x,devDependencies,2976,978,1
cube-js,cube.js-0.26.52,dashboard-app,eslint,4.x.x,devDependencies,2977,978,1
dcloudio,uni-app-2.0.0-31120210205001,uni-app,eslint,4.x.x,devDependencies,2978,978,1
electron-react-,electron-react-boilerplate-2.,electron-react-boilerp,eslint,4.x.x,devDependencies,2979,978,1
Hacker0x01,react-datepicker-3.6.0,HackerOne,eslint,4.x.x,devDependencies,2980,978,1
highlightjs,highlight.js-10.6.0,highlight.js,eslint,4.x.x,devDependencies,2981,978,1
karma-runner,karma-6.1.1,karma,eslint,4.x.x,devDependencies,2982,978,1
makeusabrew,bootbox-5.5.2,bootbox,eslint,4.x.x,devDependencies,2983,978,1
mochajs,mocha-8.3.0,mocha,eslint,4.x.x,devDependencies,2984,978,1
NervJS,taro-3.2.0-canary.9,taro,eslint,4.x.x,devDependencies,2985,978,1
nodejs,node-15.10.0,mime-db,eslint,4.x.x,devDependencies,2986,978,1
npm,cli-7.6.2,mime-types,eslint,4.x.x,devDependencies,2987,978,1
quasarframework,quasar-quasar-v2.0.0-beta.9,quasar.dev,eslint,4.x.x,devDependencies,2988,978,1
reactioncommerc,reaction-3.11.1,reaction-api,eslint,4.x.x,devDependencies,2989,978,1
software-mansio,react-native-reanimated-2.0.0,react-native-reanimate,eslint,4.x.x,devDependencies,2990,978,1
standard,standard-16.0.3,standard,eslint,4.x.x,dependencies,2991,978,1
summernote,summernote-latest,summernote,eslint,4.x.x,devDependencies,2992,978,1
SVG-Edit,svgedit-5.1.0,svgedit,eslint,4.x.x,dependencies,2993,978,1
svgdotjs,svg.js-3.0.16,@svgdotjs/svg.js,eslint,4.x.x,devDependencies,2994,978,1
transloadit,uppy-uppy-1.26.0,TRUE,eslint,4.x.x,devDependencies,2995,978,1
uuidjs,uuid-8.3.2,uuid,eslint,4.x.x,devDependencies,2996,978,1
carbon-app,carbon-4.7.31,carbon,eslint,4.x.x,devDependencies,2997,978,1
enzymejs,enzyme-enzyme-adapter-react-1,enzyme-adapter-react-1,eslint,4.x.x,devDependencies,2998,978,1
jaredpalmer,razzle-4.0.1-canary.10,razzle-examples-with-e,eslint,4.x.x,devDependencies,2999,978,1
strapi,strapi-3.5.1,true,eslint,4.x.x,dependencies,3000,978,1
trufflesuite,truffle-5.2.3,TRUE,eslint,4.x.x,devDependencies,3001,978,1
needim,noty-3.2.0-beta,noty,eslint,4.x.x,devDependencies,3002,978,1
date-fns,date-fns-2.19.0,date-fns,eslint,4.x.x,dependencies,3003,978,1
keeweb,keeweb-1.17.1,keeweb,eslint,4.x.x,dependencies,3004,978,1
serialport,node-serialport-9.0.7,serialport-monorepo,eslint,4.x.x,devDependencies,3005,978,1
traccar,traccar-web-4.12,traccar-web,eslint,4.x.x,devDependencies,3006,978,1
shen100,mili-0.6,golang123-pc,eslint,4.x.x,devDependencies,3007,978,1
typicode,lowdb-1.0.0,lowdb,eslint,4.x.x,devDependencies,3008,978,1
babel,babel-7.13.8,babel,eslint,4.x.x,devDependencies,3009,978,1
cockpit-project,cockpit-239,CockpitDevelopmentDepe,eslint,4.x.x,devDependencies,3010,978,1
webslides,WebSlides-1.5.0,webslides,eslint,4.x.x,devDependencies,3011,978,1
kazupon,vue-i18n-8.24.0,vue-i18n,eslint,4.x.x,devDependencies,3012,978,1
PanJiaChen,vue-admin-template-3.9.0,vue-admin-template,eslint,4.x.x,devDependencies,3013,978,1
FormidableLabs,nuka-carousel-4.7.5,nuka-carousel,eslint,4.x.x,devDependencies,3014,978,1
reactjs,react-modal-3.12.1,react-modal,eslint,4.x.x,devDependencies,3015,978,1
ReactTraining,history-5.0.0,TRUE,eslint,4.x.x,dependencies,3016,978,1
reactstrap,reactstrap-9.0.0-0,reactstrap,eslint,5.x.x,devDependencies,3017,978,1
Dolibarr,dolibarr-13.0.1,chart.js,eslint,5.x.x,devDependencies,3018,978,1
mapbox,mapbox-gl-js-2.1.1,mapbox-gl,eslint,5.x.x,devDependencies,3019,978,1
apache,cordova-plugin-file-6.0.2,cordova-plugin-file,eslint,5.x.x,devDependencies,3020,978,1
dcloudio,uni-app-2.0.0-31120210205001, ,eslint,5.x.x,devDependencies,3021,978,1
reactide,reactide-3.0-beta, ,eslint,5.x.x,devDependencies,3022,978,1
nock,nock-13.0.11,nock,eslint,5.x.x,devDependencies,3023,978,1
carbon-design-s,carbon-10.30.0,vue-cli,eslint,5.x.x,devDependencies,3024,978,1
text-mask,text-mask-vue-v6.1.2,text-mask-all,eslint,5.x.x,devDependencies,3025,978,1
parse-community,Parse-SDK-JS-3.1.0,parse,eslint,5.x.x,devDependencies,3026,978,1
carbon-design-s,carbon-10.30.0,create-react-app,eslint,5.x.x,dependencies,3027,978,1
kazupon,vue-i18n-8.24.0,ssr-for-nuxt,eslint,5.x.x,devDependencies,3028,978,1
mattboldt,typed.js-2.0.11,typed.js,eslint,5.x.x,devDependencies,3029,978,1
shen100,mili-0.6,golang123-pc,eslint,5.x.x,devDependencies,3030,978,1
typicode,lowdb-1.0.0,lowdb,eslint,5.x.x,devDependencies,3031,978,1
pagekit,vue-resource-1.5.2,vue-resource,eslint,5.x.x,devDependencies,3032,978,1
yaronn,blessed-contrib-4.8.17,blessed-contrib,eslint,5.x.x,devDependencies,3033,978,1
toggl,toggl-button-1.69.5,toggl-button,eslint,5.x.x,devDependencies,3034,978,1
handsontable,handsontable-8.3.1,handsontable,eslint,5.x.x,devDependencies,3035,978,1
kamranahmedse,driver.js-0.9.2,driver.js,eslint,5.x.x,devDependencies,3036,978,1
MithrilJS,mithril.js-2.0.4,mithril,eslint,5.x.x,devDependencies,3037,978,1
processing,p5.js-1.2.0,p5,eslint,5.x.x,devDependencies,3038,978,1
mapbox,mapbox-gl-js-2.1.1,mapbox-gl,eslint,5.x.x,devDependencies,3039,978,1
yanhaijing,template.js-2.5.0,template_js,eslint,5.x.x,devDependencies,3040,978,1
airbnb,javascript-eslint-config-airb,eslint-config-airbnb,eslint,5.x.x,devDependencies,3041,978,1
atom,atom-1.55.0-beta0,atom-build-scripts,eslint,5.x.x,dependencies,3042,978,1
date-fns,date-fns-2.19.0,date-fns,eslint,5.x.x,dependencies,3043,978,1
expressjs,body-parser-1.19.0,body-parser,eslint,5.x.x,devDependencies,3044,978,1
google,shaka-player-3.0.8,shaka-player,eslint,5.x.x,devDependencies,3045,978,1
keystonejs,keystone-classic-4.2.1,keystone,eslint,5.x.x,devDependencies,3046,978,1
leongersen,noUiSlider-14.6.3,nouislider,eslint,5.x.x,devDependencies,3047,978,1
log4js-node,log4js-node-6.3.0,log4js,eslint,5.x.x,devDependencies,3048,978,1
lokesh,color-thief-2.3.2,colorthief,eslint,5.x.x,devDependencies,3049,978,1
marionettejs,backbone.marionette-4.1.3,backbone.marionette,eslint,5.x.x,devDependencies,3050,978,1
mysqljs,mysql-2.18.1,mysql,eslint,5.x.x,devDependencies,3051,978,1
ramda,ramda-0.27.1,ScottSauyet<scott@sauy,eslint,5.x.x,dependencies,3052,978,1
skulpt,skulpt-1.3.0,skulpt,eslint,5.x.x,devDependencies,3053,978,1
