project,version,nme,soft_reuse,vers_soft,type_reuse,ID,ID_nu_1,filter_$
glidejs,glide-3.4.1,@glidejs/glide,eslint,10.x.x,devDependencies,2481,978,1
mattboldt,typed.js-2.0.11,typed.js,eslint,10.x.x,devDependencies,2482,978,1
shen100,mili-0.6,golang123-pc,eslint,10.x.x,devDependencies,2483,978,1
typicode,lowdb-1.0.0,lowdb,eslint,10.x.x,devDependencies,2484,978,1
facebook,react-17.0.1,react-window,eslint,11.x.x,devDependencies,2485,978,1
bkimminich,juice-shop-12.6.1,frontend,eslint,11.x.x,devDependencies,2486,978,1
cockpit-project,cockpit-239,CockpitDevelopmentDepe,eslint,11.x.x,devDependencies,2487,978,1
electron,electron-packager-15.2.0,electron-packager,eslint,11.x.x,devDependencies,2488,978,1
mochajs,mocha-8.3.0,mocha,eslint,11.x.x,devDependencies,2489,978,1
nock,nock-13.0.11,nock,eslint,11.x.x,devDependencies,2490,978,1
webpack,webpack-5.24.2,webpack,eslint,11.x.x,devDependencies,2491,978,1
ember-cli,ember-cli-3.26.0-beta.0,foo,eslint,11.x.x,devDependencies,2492,978,1
emberjs,ember.js-3.26.0-beta.2,ember-source,eslint,11.x.x,devDependencies,2493,978,1
eslint,eslint-7.21.0,eslint,eslint,11.x.x,devDependencies,2494,978,1
FredrikNoren,ungit-1.5.15,ungit,eslint,11.x.x,devDependencies,2495,978,1
graphql,graphql-js-15.5.0,graphql,eslint,11.x.x,devDependencies,2496,978,1
Hacker0x01,react-datepicker-3.6.0,HackerOne,eslint,11.x.x,devDependencies,2497,978,1
highcharts,highcharts-9.0.1,highcharts,eslint,11.x.x,devDependencies,2498,978,1
highlightjs,highlight.js-10.6.0,highlight.js,eslint,11.x.x,devDependencies,2499,978,1
jaredpalmer,razzle-4.0.1-canary.10,razzle-examples-with-t,eslint,11.x.x,devDependencies,2500,978,1
karma-runner,karma-6.1.1,karma,eslint,11.x.x,devDependencies,2501,978,1
keeweb,keeweb-1.17.1,keeweb,eslint,11.x.x,dependencies,2502,978,1
lerna,lerna-4.0.0,lerna-monorepo,eslint,11.x.x,devDependencies,2503,978,1
nodejs,node-15.10.0,mime-db,eslint,11.x.x,devDependencies,2504,978,1
npm,cli-7.6.2,mime-types,eslint,11.x.x,devDependencies,2505,978,1
quasarframework,quasar-quasar-v2.0.0-beta.9,quasar,eslint,11.x.x,devDependencies,2506,978,1
serialport,node-serialport-9.0.7,serialport-monorepo,eslint,11.x.x,devDependencies,2507,978,1
standard,standard-16.0.3,standard,eslint,11.x.x,dependencies,2508,978,1
strapi,strapi-3.5.1,true,eslint,11.x.x,dependencies,2509,978,1
summernote,summernote-latest,summernote,eslint,11.x.x,devDependencies,2510,978,1
transloadit,uppy-uppy-1.26.0,TRUE,eslint,11.x.x,devDependencies,2511,978,1
uuidjs,uuid-8.3.2,uuid,eslint,11.x.x,devDependencies,2512,978,1
zloirock,core-js-3.9.1,3.9.1,eslint,11.x.x,devDependencies,2513,978,1
handsontable,handsontable-8.3.1,handsontable,eslint,11.x.x,devDependencies,2514,978,1
benweet,stackedit-5.14.5,stackedit,eslint,12.x.x,devDependencies,2515,978,1
arkime,arkime-2.7.1,moloch,eslint,12.x.x,devDependencies,2516,978,1
atom,atom-1.55.0-beta0,atom-build-scripts,eslint,12.x.x,dependencies,2517,978,1
expressjs,body-parser-1.19.0,body-parser,eslint,12.x.x,devDependencies,2518,978,1
garris,BackstopJS-5.1.0,backstopjs,eslint,12.x.x,devDependencies,2519,978,1
leongersen,noUiSlider-14.6.3,nouislider,eslint,12.x.x,devDependencies,2520,978,1
toggl,toggl-button-1.69.5,toggl-button,eslint,12.x.x,devDependencies,2521,978,1
yaronn,blessed-contrib-4.8.17,blessed-contrib,eslint,12.x.x,devDependencies,2522,978,1
feathericons,feather-4.28.0,feather-icons,eslint,12.x.x,devDependencies,2523,978,1
ml5js,ml5-library-0.6.1,ml5,eslint,12.x.x,devDependencies,2524,978,1
openpgpjs,openpgpjs-5.0.0-1,openpgp,eslint,12.x.x,devDependencies,2525,978,1
validatorjs,validator.js-13.5.2,validator,eslint,12.x.x,devDependencies,2526,978,1
nylas,nylas-mail-2.0.31,nylas-mail-all,eslint,13.x.x,devDependencies,2527,978,1
SheetJS,sheetjs-0.16.8,meteor-xlsx,eslint,13.x.x,devDependencies,2528,978,1
kamranahmedse,driver.js-0.9.2,driver.js,eslint,13.x.x,devDependencies,2529,978,1
myliang,x-spreadsheet-1.1.7,x-data-spreadsheet,eslint,13.x.x,devDependencies,2530,978,1
log4js-node,log4js-node-6.3.0,log4js,eslint,13.x.x,devDependencies,2531,978,1
carbon-design-s,carbon-10.30.0,eslint-config-carbon,eslint,14.x.x,dependencies,2532,978,1
FE,vexflow-3.0.9,vexflow,eslint,14.x.x,devDependencies,2533,978,1
strapi,strapi-3.5.1,true,eslint,14.x.x,dependencies,2534,978,1
i18next,i18next-19.9.2,i18next,eslint,14.x.x,devDependencies,2535,978,1
amejiarosario,dsa.js-data-structures-algori,dsa.js,eslint,14.x.x,dependencies,2536,978,1
ccxt,ccxt-1.42.45,ccxt,eslint,14.x.x,dependencies,2537,978,1
cockpit-project,cockpit-239,CockpitDevelopmentDepe,eslint,14.x.x,devDependencies,2538,978,1
dcloudio,uni-app-2.0.0-31120210205001,uni-app,eslint,14.x.x,devDependencies,2539,978,1
karma-runner,karma-6.1.1,karma,eslint,14.x.x,devDependencies,2540,978,1
makeusabrew,bootbox-5.5.2,bootbox,eslint,14.x.x,devDependencies,2541,978,1
mochajs,mocha-8.3.0,mocha,eslint,14.x.x,devDependencies,2542,978,1
NervJS,taro-3.2.0-canary.9,taro,eslint,14.x.x,devDependencies,2543,978,1
software-mansio,react-native-reanimated-2.0.0,react-native-reanimate,eslint,14.x.x,devDependencies,2544,978,1
summernote,summernote-latest,summernote,eslint,14.x.x,devDependencies,2545,978,1
SVG-Edit,svgedit-5.1.0,svgedit,eslint,14.x.x,dependencies,2546,978,1
svgdotjs,svg.js-3.0.16,@svgdotjs/svg.js,eslint,14.x.x,devDependencies,2547,978,1
transloadit,uppy-uppy-1.26.0,TRUE,eslint,14.x.x,devDependencies,2548,978,1
uuidjs,uuid-8.3.2,uuid,eslint,14.x.x,devDependencies,2549,978,1
naptha,tesseract.js-2.1.4,tesseract.js,eslint,14.x.x,devDependencies,2550,978,1
airbnb,javascript-eslint-config-airb,eslint-config-airbnb,eslint,14.x.x,dependencies,2551,978,1
cube-js,cube.js-0.26.52,@cubejs-backend/linter,eslint,14.x.x,dependencies,2552,978,1
enzymejs,enzyme-enzyme-adapter-react-1,enzyme-shallow-equal,eslint,14.x.x,devDependencies,2553,978,1
fengyuanchen,viewerjs-1.9.0,viewerjs,eslint,14.x.x,devDependencies,2554,978,1
lerna,lerna-4.0.0,lerna-monorepo,eslint,14.x.x,devDependencies,2555,978,1
NodeBB,NodeBB-1.17.0-beta.0,nodebb,eslint,14.x.x,devDependencies,2556,978,1
sql-js,sql.js-1.4.0,sql.js,eslint,14.x.x,devDependencies,2557,978,1
swagger-api,swagger-js-3.13.1,swagger-client,eslint,14.x.x,devDependencies,2558,978,1
ueberdosis,tiptap-tiptap-1.32.1,tiptap-packages,eslint,14.x.x,devDependencies,2559,978,1
yannickcr,eslint-plugin-react-7.22.0,eslint-plugin-react,eslint,14.x.x,devDependencies,2560,978,1
bkimminich,juice-shop-12.6.1,juice-shop,eslint,16.x.x,devDependencies,2561,978,1
electron,electron-packager-15.2.0,electron-packager,eslint,16.x.x,devDependencies,2562,978,1
highlightjs,highlight.js-10.6.0,highlight.js,eslint,16.x.x,devDependencies,2563,978,1
keeweb,keeweb-1.17.1,keeweb,eslint,16.x.x,dependencies,2564,978,1
nock,nock-13.0.11,nock,eslint,16.x.x,devDependencies,2565,978,1
quasarframework,quasar-quasar-v2.0.0-beta.9,quasar.dev,eslint,16.x.x,devDependencies,2566,978,1
standard,standard-16.0.3,standard,eslint,16.x.x,dependencies,2567,978,1
immutable-js,immutable-js-4.0.0-rc.12,immutable,eslint,16.x.x,devDependencies,2568,978,1
openpgpjs,openpgpjs-5.0.0-1,openpgp,eslint,16.x.x,devDependencies,2569,978,1
VerbalExpressio,JSVerbalExpressions-1.0.2,verbal-expressions,eslint,17.x.x,devDependencies,2570,978,1
async-labs,builderbook-2.0.0,7-begin,eslint,17.x.x,devDependencies,2571,978,1
jackocnr,intl-tel-input-17.0.12,intl-tel-input,eslint,17.x.x,devDependencies,2572,978,1
nodejs,node-15.10.0,@tootallnate/once,eslint,17.x.x,devDependencies,2573,978,1
npm,cli-7.6.2,https-proxy-agent,eslint,17.x.x,devDependencies,2574,978,1
responsively-or,responsively-app-0.15.0,Responsively-App,eslint,17.x.x,devDependencies,2575,978,1
mapbox,mapbox-gl-js-2.1.1,mapbox-gl,eslint,17.x.x,devDependencies,2576,978,1
carbon-design-s,carbon-10.30.0,eslint-config-carbon,eslint,18.x.x,dependencies,2577,978,1
strapi,strapi-3.5.1,true,eslint,18.x.x,dependencies,2578,978,1
SVG-Edit,svgedit-5.1.0,svgedit,eslint,18.x.x,dependencies,2579,978,1
cube-js,cube.js-0.26.52,@cubejs-client/playgro,eslint,18.x.x,devDependencies,2580,978,1
electron-react-,electron-react-boilerplate-2.,electron-react-boilerp,eslint,18.x.x,devDependencies,2581,978,1
enzymejs,enzyme-enzyme-adapter-react-1,enzyme-adapter-react-1,eslint,18.x.x,devDependencies,2582,978,1
flybywiresim,a32nx-0.5.3,a32nx,eslint,18.x.x,devDependencies,2583,978,1
grommet,grommet-2.16.3,grommet,eslint,18.x.x,devDependencies,2584,978,1
jaredpalmer,razzle-4.0.1-canary.10,razzle-examples-with-t,eslint,18.x.x,devDependencies,2585,978,1
shelljs,shelljs-0.8.4,shelljs,eslint,2.x.x,devDependencies,2586,978,1
benweet,stackedit-5.14.5,stackedit,eslint,2.x.x,devDependencies,2587,978,1
bfirsh,jsnes-1.2.0,jsnes,eslint,2.x.x,devDependencies,2588,978,1
ml5js,ml5-library-0.6.1,ml5,eslint,2.x.x,devDependencies,2589,978,1
NervJS,taro-3.2.0-canary.9,taro,eslint,2.x.x,devDependencies,2590,978,1
nhn,tui.calendar-1.13.0,tui-calendar,eslint,2.x.x,devDependencies,2591,978,1
PanJiaChen,vue-admin-template-3.9.0,vue-admin-template,eslint,2.x.x,devDependencies,2592,978,1
Shopify,draggable-1.0.0-beta.12,@shopify/draggable,eslint,2.x.x,devDependencies,2593,978,1
webpack,webpack.js.org-4.41.2,webpack.js.org,eslint,2.x.x,devDependencies,2594,978,1
shentao,vue-multiselect-2.1.3,vue-multiselect,eslint,2.x.x,devDependencies,2595,978,1
transcranial,keras-js-0.3.0,keras-js,eslint,2.x.x,devDependencies,2596,978,1
reactstrap,reactstrap-9.0.0-0,reactstrap,eslint,2.x.x,devDependencies,2597,978,1
kriasoft,react-firebase-starter-1.0.0,app,eslint,2.x.x,devDependencies,2598,978,1
text-mask,text-mask-vue-v6.1.2,text-mask-all,eslint,2.x.x,devDependencies,2599,978,1
reactioncommerc,reaction-3.11.1,reaction-api,eslint,2.x.x,devDependencies,2600,978,1
ElemeFE,vue-amap-0.1.6,vue-amap,eslint,2.x.x,devDependencies,2601,978,1
locutusjs,locutus-2.0.14,hexo-site,eslint,2.x.x,devDependencies,2602,978,1
OnsenUI,OnsenUI-2.11.2,react-onsenui,eslint,2.x.x,devDependencies,2603,978,1
shentao,vue-multiselect-2.1.3,vue-multiselect,eslint,2.x.x,devDependencies,2604,978,1
text-mask,text-mask-vue-v6.1.2,text-mask-all,eslint,2.x.x,devDependencies,2605,978,1
cube-js,cube.js-0.26.52,dashboard-app,eslint,2.x.x,dependencies,2606,978,1
kamranahmedse,driver.js-0.9.2,driver.js,eslint,2.x.x,devDependencies,2607,978,1
skulpt,skulpt-1.3.0,skulpt,eslint,2.x.x,devDependencies,2608,978,1
typicode,lowdb-1.0.0,lowdb,eslint,2.x.x,devDependencies,2609,978,1
yarnpkg,yarn-1.22.10,yarn,eslint,2.x.x,devDependencies,2610,978,1
flot,flot-4.2.1,flot,eslint,2.x.x,devDependencies,2611,978,1
reactjs,react-modal-3.12.1,react-modal,eslint,2.x.x,devDependencies,2612,978,1
bitwiseshiftlef,sjcl-1.0.8,sjcl,eslint,2.x.x,devDependencies,2613,978,1
benweet,stackedit-5.14.5,stackedit,eslint,2.x.x,devDependencies,2614,978,1
validatorjs,validator.js-13.5.2,validator,eslint,2.x.x,devDependencies,2615,978,1
immutable-js,immutable-js-4.0.0-rc.12,immutable,eslint,2.x.x,devDependencies,2616,978,1
arkime,arkime-2.7.1,moloch,eslint,2.x.x,devDependencies,2617,978,1
garris,BackstopJS-5.1.0,backstopjs,eslint,2.x.x,devDependencies,2618,978,1
glidejs,glide-3.4.1,@glidejs/glide,eslint,2.x.x,devDependencies,2619,978,1
jackocnr,intl-tel-input-17.0.12,intl-tel-input,eslint,2.x.x,devDependencies,2620,978,1
leongersen,noUiSlider-14.6.3,nouislider,eslint,2.x.x,devDependencies,2621,978,1
myliang,x-spreadsheet-1.1.7,x-data-spreadsheet,eslint,2.x.x,devDependencies,2622,978,1
responsively-or,responsively-app-0.15.0,Responsively-App,eslint,2.x.x,devDependencies,2623,978,1
toggl,toggl-button-1.69.5,toggl-button,eslint,2.x.x,devDependencies,2624,978,1
VerbalExpressio,JSVerbalExpressions-1.0.2,verbal-expressions,eslint,2.x.x,devDependencies,2625,978,1
yaronn,blessed-contrib-4.8.17,blessed-contrib,eslint,2.x.x,devDependencies,2626,978,1
cube-js,cube.js-0.26.52,dashboard-app,eslint,2.x.x,dependencies,2627,978,1
kamranahmedse,driver.js-0.9.2,driver.js,eslint,2.x.x,devDependencies,2628,978,1
mapbox,mapbox-gl-js-2.1.1,mapbox-gl,eslint,2.x.x,devDependencies,2629,978,1
nock,nock-13.0.11,nock,eslint,2.x.x,devDependencies,2630,978,1
parcel-bundler,parcel-2.0.0-beta.1,@parcel/eslint-config,eslint,2.x.x,dependencies,2631,978,1
atom,atom-1.55.0-beta0,atom-build-scripts,eslint,2.x.x,dependencies,2632,978,1
expressjs,body-parser-1.19.0,body-parser,eslint,2.x.x,devDependencies,2633,978,1
securingsincity,react-ace-9.3.0,react-ace,eslint,2.x.x,devDependencies,2634,978,1
async-labs,builderbook-2.0.0,7-begin,eslint,2.x.x,devDependencies,2635,978,1
facebook,react-17.0.1,flight,eslint,2.x.x,dependencies,2636,978,1
Hacker0x01,react-datepicker-3.6.0,HackerOne,eslint,2.x.x,devDependencies,2637,978,1
log4js-node,log4js-node-6.3.0,log4js,eslint,2.x.x,devDependencies,2638,978,1
makeusabrew,bootbox-5.5.2,bootbox,eslint,2.x.x,devDependencies,2639,978,1
reactioncommerc,reaction-3.11.1,reaction-api,eslint,2.x.x,devDependencies,2640,978,1
software-mansio,react-native-reanimated-2.0.0,react-native-reanimate,eslint,2.x.x,devDependencies,2641,978,1
SVG-Edit,svgedit-5.1.0,svgedit,eslint,2.x.x,dependencies,2642,978,1
svgdotjs,svg.js-3.0.16,@svgdotjs/svg.js,eslint,2.x.x,devDependencies,2643,978,1
apexcharts,apexcharts.js-3.23.1,apexcharts,eslint,2.x.x,devDependencies,2644,978,1
quasarframework,quasar-quasar-v2.0.0-beta.9,quasar.dev,eslint,2.x.x,devDependencies,2645,978,1
strapi,strapi-3.5.1,true,eslint,2.x.x,dependencies,2646,978,1
acornjs,acorn-8.1.0, ,eslint,2.x.x,devDependencies,2647,978,1
i18next,i18next-19.9.2,i18next,eslint,2.x.x,devDependencies,2648,978,1
nylas,nylas-mail-2.0.31,nylas-mail-all,eslint,2.x.x,devDependencies,2649,978,1
nylas,nylas-mail-2.0.31,nylas-mail-all,eslint,2.x.x,devDependencies,2650,978,1
SheetJS,sheetjs-0.16.8,meteor-xlsx,eslint,2.x.x,devDependencies,2651,978,1
grommet,grommet-2.16.3,grommet,eslint,2.x.x,devDependencies,2652,978,1
alibaba,rax-1.2.0,@rax-materials/scaffol,eslint,2.x.x,devDependencies,2653,978,1
amejiarosario,dsa.js-data-structures-algori,dsa.js,eslint,2.x.x,dependencies,2654,978,1
ccxt,ccxt-1.42.45,ccxt,eslint,2.x.x,dependencies,2655,978,1
cockpit-project,cockpit-239,CockpitDevelopmentDepe,eslint,2.x.x,devDependencies,2656,978,1
FE,vexflow-3.0.9,vexflow,eslint,2.x.x,devDependencies,2657,978,1
jashkenas,underscore-1.12.0,underscore,eslint,2.x.x,devDependencies,2658,978,1
laurent22,joplin-1.7.11,root,eslint,2.x.x,devDependencies,2659,978,1
netlify,netlify-cms-netlify-cms-2.10.,netlify-cms-site,eslint,2.x.x,devDependencies,2660,978,1
summernote,summernote-latest,summernote,eslint,2.x.x,devDependencies,2661,978,1
airbnb,javascript-eslint-config-airb,eslint-config-airbnb,eslint,2.x.x,devDependencies,2662,978,1
Automattic,wp-calypso-6.12.0-beta1,wp-calypso,eslint,2.x.x,dependencies,2663,978,1
babel,babel-7.13.8,babel,eslint,2.x.x,devDependencies,2664,978,1
bkimminich,juice-shop-12.6.1,frontend,eslint,2.x.x,devDependencies,2665,978,1
bpmn-io,bpmn-js-8.2.1,bpmn-js,eslint,2.x.x,devDependencies,2666,978,1
carbon-app,carbon-4.7.31,carbon,eslint,2.x.x,devDependencies,2667,978,1
discordjs,discord.js-12.5.1,discord.js,eslint,2.x.x,devDependencies,2668,978,1
electron,electron-packager-15.2.0,electron-packager,eslint,2.x.x,devDependencies,2669,978,1
electron-react-,electron-react-boilerplate-2.,electron-react-boilerp,eslint,2.x.x,devDependencies,2670,978,1
emberjs,ember.js-3.26.0-beta.2,ember-source,eslint,2.x.x,devDependencies,2671,978,1
enzymejs,enzyme-enzyme-adapter-react-1,enzyme-adapter-react-1,eslint,2.x.x,devDependencies,2672,978,1
fengyuanchen,viewerjs-1.9.0,viewerjs,eslint,2.x.x,devDependencies,2673,978,1
flybywiresim,a32nx-0.5.3,a32nx,eslint,2.x.x,devDependencies,2674,978,1
FormidableLabs,nuka-carousel-4.7.5,nuka-carousel,eslint,2.x.x,devDependencies,2675,978,1
graphql,graphql-js-15.5.0,graphql,eslint,2.x.x,devDependencies,2676,978,1
grommet,grommet-2.16.3,grommet,eslint,2.x.x,devDependencies,2677,978,1
highlightjs,highlight.js-10.6.0,highlight.js,eslint,2.x.x,devDependencies,2678,978,1
jaredpalmer,razzle-4.0.1-canary.10,razzle-examples-with-t,eslint,2.x.x,devDependencies,2679,978,1
karma-runner,karma-6.1.1,karma,eslint,2.x.x,devDependencies,2680,978,1
keeweb,keeweb-1.17.1,keeweb,eslint,2.x.x,dependencies,2681,978,1
knex,knex-0.95.0,knex,eslint,2.x.x,devDependencies,2682,978,1
lerna,lerna-4.0.0,lerna-monorepo,eslint,2.x.x,devDependencies,2683,978,1
matthewhudson,current-device-0.10.2,current-device,eslint,2.x.x,devDependencies,2684,978,1
mochajs,mocha-8.3.0,mocha,eslint,2.x.x,devDependencies,2685,978,1
mozilla,pdf.js-2.7.570,pdf.js,eslint,2.x.x,devDependencies,2686,978,1
mui-org,material-ui-5.0.0-alpha.26,5.0.0-alpha.26,eslint,2.x.x,devDependencies,2687,978,1
naptha,tesseract.js-2.1.4,tesseract.js,eslint,2.x.x,devDependencies,2688,978,1
NodeBB,NodeBB-1.17.0-beta.0,nodebb,eslint,2.x.x,devDependencies,2689,978,1
nodejs,node-15.10.0,uuid,eslint,2.x.x,devDependencies,2690,978,1
npm,cli-7.6.2,mime-types,eslint,2.x.x,devDependencies,2691,978,1
outline,outline-0.53.1,outline,eslint,2.x.x,devDependencies,2692,978,1
prettier,prettier-2.2.1,prettier,eslint,2.x.x,devDependencies,2693,978,1
RocketChat,Rocket.Chat-3.12.0-rc.4,Rocket.Chat,eslint,2.x.x,dependencies,2694,978,1
serialport,node-serialport-9.0.7,serialport-monorepo,eslint,2.x.x,devDependencies,2695,978,1
sql-js,sql.js-1.4.0,sql.js,eslint,2.x.x,devDependencies,2696,978,1
standard,standard-16.0.3,standard,eslint,2.x.x,dependencies,2697,978,1
swagger-api,swagger-js-3.13.1,swagger-client,eslint,2.x.x,devDependencies,2698,978,1
transloadit,uppy-uppy-1.26.0,TRUE,eslint,2.x.x,devDependencies,2699,978,1
twbs,bootstrap-5.0.0-beta2,bootstrap,eslint,2.x.x,devDependencies,2700,978,1
ueberdosis,tiptap-tiptap-1.32.1,tiptap-packages,eslint,2.x.x,devDependencies,2701,978,1
uuidjs,uuid-8.3.2,uuid,eslint,2.x.x,devDependencies,2702,978,1
wekan,wekan-5.01,wekan,eslint,2.x.x,devDependencies,2703,978,1
yannickcr,eslint-plugin-react-7.22.0,eslint-plugin-react,eslint,2.x.x,devDependencies,2704,978,1
zloirock,core-js-3.9.1,3.9.1,eslint,2.x.x,devDependencies,2705,978,1
typicode,lowdb-1.0.0,lowdb,eslint,2.x.x,devDependencies,2706,978,1
apache,cordova-plugin-file-6.0.2,cordova-plugin-file,eslint,2.x.x,devDependencies,2707,978,1
dcloudio,uni-app-2.0.0-31120210205001, ,eslint,2.x.x,devDependencies,2708,978,1
processing,p5.js-1.2.0,p5,eslint,2.x.x,devDependencies,2709,978,1
reactjs,react-modal-3.12.1,react-modal,eslint,2.x.x,devDependencies,2710,978,1
yarnpkg,yarn-1.22.10,yarn,eslint,2.x.x,devDependencies,2711,978,1
carbon-design-s,carbon-10.30.0,create-react-app,eslint,2.x.x,dependencies,2712,978,1
laurent22,joplin-1.7.11,root,eslint,2.x.x,devDependencies,2713,978,1
brave,browser-laptop-0.27.3,brave,eslint,2.x.x,devDependencies,2714,978,1
vuejs,vue-router-3.5.1,vue-router,eslint,2.x.x,devDependencies,2715,978,1
feathericons,feather-4.28.0,feather-icons,eslint,2.x.x,devDependencies,2716,978,1
feathericons,feather-4.28.0,feather-icons,eslint,2.x.x,devDependencies,2717,978,1
cockpit-project,cockpit-239,CockpitDevelopmentDepe,eslint,2.x.x,devDependencies,2718,978,1
cube-js,cube.js-0.26.52,dashboard-app,eslint,2.x.x,dependencies,2719,978,1
reactjs,react-modal-3.12.1,react-modal,eslint,2.x.x,devDependencies,2720,978,1
mattboldt,typed.js-2.0.11,typed.js,eslint,2.x.x,devDependencies,2721,978,1
typicode,lowdb-1.0.0,lowdb,eslint,2.x.x,devDependencies,2722,978,1
aui,art-template-4.13.2,art-template,eslint,2.x.x,devDependencies,2723,978,1
facebook,react-17.0.1,react-window,eslint,2.x.x,devDependencies,2724,978,1
FormidableLabs,nuka-carousel-4.7.5,nuka-carousel,eslint,2.x.x,devDependencies,2725,978,1
immutable-js,immutable-js-4.0.0-rc.12,immutable,eslint,2.x.x,devDependencies,2726,978,1
processing,p5.js-1.2.0,p5,eslint,2.x.x,devDependencies,2727,978,1
didi,cube-ui-1.12.38,cube-ui,eslint,2.x.x,devDependencies,2728,978,1
handsontable,handsontable-8.3.1,handsontable,eslint,2.x.x,devDependencies,2729,978,1
kazupon,vue-i18n-8.24.0,ssr-for-nuxt,eslint,2.x.x,devDependencies,2730,978,1
SheetJS,sheetjs-0.16.8,meteor-xlsx,eslint,2.x.x,devDependencies,2731,978,1
shen100,mili-0.6,golang123-pc,eslint,2.x.x,devDependencies,2732,978,1
carbon-design-s,carbon-10.30.0,create-react-app,eslint,2.x.x,dependencies,2733,978,1
NervJS,taro-3.2.0-canary.9,@tarojs/cli,eslint,2.x.x,dependencies,2734,978,1
openpgpjs,openpgpjs-5.0.0-1,openpgp,eslint,2.x.x,devDependencies,2735,978,1
feathericons,feather-4.28.0,feather-icons,eslint,2.x.x,devDependencies,2736,978,1
FormidableLabs,nuka-carousel-4.7.5,nuka-carousel,eslint,2.x.x,devDependencies,2737,978,1
immutable-js,immutable-js-4.0.0-rc.12,immutable,eslint,2.x.x,devDependencies,2738,978,1
localForage,localForage-1.9.0,localforage,eslint,2.x.x,devDependencies,2739,978,1
ml5js,ml5-library-0.6.1,ml5,eslint,2.x.x,devDependencies,2740,978,1
benmosher,eslint-plugin-import-2.22.1,true,eslint,2.x.x,devDependencies,2741,978,1
benmosher,eslint-plugin-import-2.22.1,eslint-plugin-import,eslint,2.x.x,devDependencies,2742,978,1
ReactTraining,history-5.0.0,TRUE,eslint,2.x.x,dependencies,2743,978,1
ReactTraining,history-5.0.0,TRUE,eslint,2.x.x,dependencies,2744,978,1
carbon-design-s,carbon-10.30.0,eslint-config-carbon,eslint,20.x.x,dependencies,2745,978,1
handsontable,handsontable-8.3.1,handsontable,eslint,20.x.x,devDependencies,2746,978,1
sequelize,sequelize-6.5.0,sequelize,eslint,20.x.x,devDependencies,2747,978,1
yarnpkg,yarn-1.22.10,yarn,eslint,21.x.x,devDependencies,2748,978,1
keystonejs,keystone-classic-4.2.1,gatsby-starter-default,eslint,21.x.x,devDependencies,2749,978,1
webslides,WebSlides-1.5.0,webslides,eslint,21.x.x,devDependencies,2750,978,1
eslint,eslint-7.21.0,eslint,eslint,22.x.x,devDependencies,2751,978,1
nodejs,node-15.10.0, ,eslint,22.x.x,devDependencies,2752,978,1
facebook,react-17.0.1,true,eslint,22.x.x,devDependencies,2753,978,1
NervJS,taro-3.2.0-canary.9,taro,eslint,22.x.x,devDependencies,2754,978,1
reactioncommerc,reaction-3.11.1,reaction-api,eslint,22.x.x,devDependencies,2755,978,1
shipshapecode,tether-2.0.0-beta.5,tether,eslint,23.x.x,devDependencies,2756,978,1
responsively-or,responsively-app-0.15.0,Responsively-App,eslint,23.x.x,devDependencies,2757,978,1
Automattic,wp-calypso-6.12.0-beta1,wp-calypso,eslint,23.x.x,dependencies,2758,978,1
transloadit,uppy-uppy-1.26.0,TRUE,eslint,23.x.x,devDependencies,2759,978,1
babel,babel-7.13.8,babel,eslint,23.x.x,devDependencies,2760,978,1
Modernizr,Modernizr-3.11.4,modernizr,eslint,24.x.x,devDependencies,2761,978,1
amejiarosario,dsa.js-data-structures-algori,dsa.js,eslint,24.x.x,dependencies,2762,978,1
electron-react-,electron-react-boilerplate-2.,electron-react-boilerp,eslint,24.x.x,devDependencies,2763,978,1
lerna,lerna-4.0.0,lerna-monorepo,eslint,24.x.x,devDependencies,2764,978,1
paularmstrong,normalizr-3.6.1,normalizr,eslint,24.x.x,devDependencies,2765,978,1
prettier,prettier-2.2.1,prettier,eslint,24.x.x,devDependencies,2766,978,1
swagger-api,swagger-ui-3.44.0,swagger-ui,eslint,24.x.x,devDependencies,2767,978,1
webpack,webpack-5.24.2,webpack,eslint,24.x.x,devDependencies,2768,978,1
kriasoft,react-firebase-starter-1.0.0,app,eslint,3.x.x,devDependencies,2769,978,1
yannickcr,eslint-plugin-react-7.22.0,eslint-plugin-react,eslint,3.x.x,devDependencies,2770,978,1
shelljs,shelljs-0.8.4,shelljs,eslint,3.x.x,devDependencies,2771,978,1
apexcharts,apexcharts.js-3.23.1,apexcharts,eslint,3.x.x,devDependencies,2772,978,1
arkime,arkime-2.7.1,moloch,eslint,3.x.x,devDependencies,2773,978,1
cockpit-project,cockpit-239,CockpitDevelopmentDepe,eslint,3.x.x,devDependencies,2774,978,1
dcloudio,uni-app-2.0.0-31120210205001,uni-app,eslint,3.x.x,devDependencies,2775,978,1
facebook,react-17.0.1,flight,eslint,3.x.x,dependencies,2776,978,1
didi,cube-ui-1.12.38,cube-ui,eslint,3.x.x,devDependencies,2777,978,1
reactide,reactide-3.0-beta, ,eslint,3.x.x,dependencies,2778,978,1
atom,atom-1.55.0-beta0,atom-build-scripts,eslint,3.x.x,dependencies,2779,978,1
blueimp,JavaScript-MD5-2.18.0,blueimp-md5,eslint,3.x.x,devDependencies,2780,978,1
npm,cli-7.6.2,http-cache-semantics,eslint,3.x.x,devDependencies,2781,978,1
websockets,ws-7.4.4,ws,eslint,3.x.x,devDependencies,2782,978,1
